reference;nombre de pieces;nombre de chambres;surface;surface terrain;prix m2
F27/2405 /  17 octobre 2024;2.0;1.0;48.5;616.0;1.031
F04/1140 /  17 octobre 2024;3.0;2.0;64.0;1.2;
F49/1754 /  19 octobre 2024;6.0;4.0;170.0;900.0;3.824
F48/0428 /  11 octobre 2024;3.0;2.0;66.0;;5.758
F51/1752 /  19 octobre 2024;1.0;;23.84;;
E60/1691 /  18 octobre 2024;4.0;3.0;100.04;;8.946
F46/2452 /  17 octobre 2024;3.0;2.0;52.0;;7.981
F29/2350 /  17 octobre 2024;4.0;3.0;94.0;;10.628
F44/0566 /  17 octobre 2024;4.0;3.0;79.73;;5.205
F49/1637 /  19 octobre 2024;;;55.0;;
F27/0950 /  18 octobre 2024;2.0;1.0;43.0;;2.442
F49/2567 /  19 octobre 2024;6.0;4.0;185.0;902.0;3.216
F29/1452 /  17 octobre 2024;3.0;1.0;80.1;;8.614
F53/1936 /  19 octobre 2024;;;20.5;;
F50/0227 /  17 octobre 2024;;;;;
F19/2391 /  17 octobre 2024;2.0;1.0;48.0;;7.292
F36/1960 /  18 octobre 2024;6.0;4.0;250.0;1.5;17.8
E94/0232 /  17 octobre 2024;3.0;3.0;115.0;;
F38/2880 /  17 octobre 2024;5.0;3.0;90.0;;2.722
F04/0056 /  17 octobre 2024;5.0;3.0;108.0;;2.259
F35/0785 /  12 octobre 2024;3.0;2.0;70.0;;10.714
F48/1128 /  17 octobre 2024;5.0;3.0;142.0;308.0;5.986
F02/0795 /  18 octobre 2024;8.0;4.0;250.0;1.8;1.48
F33/0965 /  17 octobre 2024;4.0;3.0;65.0;;
F39/1979 /  13 octobre 2024;6.0;4.0;170.0;1.2;2.059
E80/2988 /  18 octobre 2024;7.0;3.0;110.0;305.0;
F40/0941 /  17 octobre 2024;5.0;3.0;105.0;930.0;5.486
E93/2110 /  17 octobre 2024;3.0;2.0;83.0;;6.446
D34/0126 /  17 octobre 2024;5.0;3.0;149.0;6.663;1.443
F49/2115 /  19 octobre 2024;3.0;2.0;75.0;;2.8
F52/0742 /  17 octobre 2024;6.0;4.0;155.0;264.0;4.49
F35/1554 /  18 octobre 2024;4.0;2.0;77.0;;
E33/0750 /  19 octobre 2024;6.0;4.0;134.0;1.0;3.06
F49/2855 /  17 octobre 2024;3.0;2.0;72.0;;5.417
F49/2693 /  17 octobre 2024;5.0;3.0;94.0;825.0;
F53/1768 /  19 octobre 2024;6.0;;150.0;;1.933
F34/0186 /  17 octobre 2024;8.0;5.0;220.0;260.0;4.045
E96/2952 /  17 octobre 2024;3.0;2.0;72.0;;2.569
F46/0682 /  17 octobre 2024;6.0;4.0;150.0;3.509;3.993
F29/1418 /  18 octobre 2024;2.0;1.0;37.8;;
F48/1570 /  13 octobre 2024;3.0;2.0;60.0;;7.75
F34/1747 /  17 octobre 2024;3.0;2.0;72.0;;13.611
F49/0844 /  18 octobre 2024;3.0;2.0;63.0;;4.762
F14/1883 /  17 octobre 2024;4.0;3.0;78.76;;8.748
F30/0715 /  17 octobre 2024;;;1.25;;102.0
F07/2353 /  17 octobre 2024;4.0;3.0;93.0;;
F08/1055 /  18 octobre 2024;7.0;5.0;145.0;500.0;1.652
D32/0261 /  17 octobre 2024;7.0;4.0;150.0;1.4;4.833
F32/3250 /  17 octobre 2024;6.0;5.0;140.0;720.0;5.143
F17/0637 /  17 octobre 2024;3.0;2.0;66.0;;4.015
F44/1827 /  19 octobre 2024;6.0;4.0;280.0;400.0;1.161
F51/2907 /  17 octobre 2024;5.0;4.0;200.0;189.0;4.5
E13/0478 /  17 octobre 2024;1.0;;14.0;;
F37/0546 /  17 octobre 2024;1.0;;10.0;;
F20/0107 /  17 octobre 2024;3.0;2.0;55.0;;3.236
F24/0592 /  17 octobre 2024;3.0;2.0;60.0;;9.15
F21/1007 /  17 octobre 2024;4.0;2.0;82.81;;3.587
F47/1182 /  17 octobre 2024;3.0;2.0;68.0;;
F48/2813 /  17 octobre 2024;15.0;8.0;236.0;10.0;1.822
F53/1723 /  19 octobre 2024;6.0;5.0;220.0;1.9;3.909
C27/0648 /  17 octobre 2024;;3.0;;;
F22/2372 /  17 octobre 2024;;;345.0;;
E81/0662 /  17 octobre 2024;;;3.86;;85.0
F34/1147 /  19 octobre 2024;11.0;5.0;285.0;2.0;2.186
F31/1951 /  19 octobre 2024;4.0;3.0;107.0;;4.206
E69/2780 /  17 octobre 2024;4.0;2.0;130.0;;5.577
F40/2337 /  17 octobre 2024;2.0;1.0;43.0;;3.488
F10/0383 /  17 octobre 2024;2.0;1.0;38.0;;5.974
F28/1712 /  17 octobre 2024;6.0;5.0;127.0;150.0;3.535
E96/3248 /  17 octobre 2024;3.0;2.0;62.0;;14.645
F49/2479 /  17 octobre 2024;6.0;5.0;212.0;1.865;3.467
F40/2356 /  18 octobre 2024;3.0;2.0;67.0;;4.925
F02/0178 /  17 octobre 2024;5.0;3.0;86.0;;6.919
F31/2126 /  19 octobre 2024;1.0;;22.0;;
F13/1196 /  18 octobre 2024;5.0;3.0;123.0;;6.098
F37/2769 /  17 octobre 2024;4.0;3.0;83.51;;4.61
F31/2152 /  17 octobre 2024;2.0;1.0;36.0;;9.583
F24/0435 /  17 octobre 2024;3.0;2.0;70.0;;1.95
F49/1316 /  19 octobre 2024;4.0;3.0;86.0;4.0;2.733
F23/2192 /  17 octobre 2024;2.0;1.0;37.0;;5.811
F41/1374 /  19 octobre 2024;3.0;2.0;58.0;;5.086
F35/3149 /  17 octobre 2024;6.0;4.0;157.0;980.0;
F40/1897 /  17 octobre 2024;8.0;6.0;200.0;600.0;2.395
F09/0259 /  17 octobre 2024;1.0;;26.0;;10.577
F37/0311 /  17 octobre 2024;2.0;1.0;42.2;;5.616
F20/2382 /  19 octobre 2024;6.0;4.0;170.0;514.0;8.176
F32/0726 /  17 octobre 2024;7.0;5.0;285.0;750.0;3.491
F33/0717 /  17 octobre 2024;3.0;2.0;84.0;;2.19
F52/0311 /  17 octobre 2024;2.0;1.0;66.8;;14.222
F08/0626 /  17 octobre 2024;4.0;3.0;99.0;;4.04
F26/0473 /  17 octobre 2024;3.0;2.0;68.0;;3.956
F20/0630 /  17 octobre 2024;6.0;5.0;160.0;250.0;4.619
E74/1518 /  17 octobre 2024;10.0;5.0;280.0;4.0;7.143
F38/1467 /  18 octobre 2024;6.0;5.0;150.0;809.0;2.567
F51/2818 /  17 octobre 2024;3.0;2.0;68.0;;4.632
F24/1026 /  18 octobre 2024;4.0;3.0;122.03;2.0;
F30/1390 /  17 octobre 2024;2.0;1.0;44.0;;
F30/0498 /  17 octobre 2024;5.0;4.0;110.0;765.0;7.682
F08/0978 /  17 octobre 2024;6.0;3.0;130.0;700.0;1.288
F31/1613 /  19 octobre 2024;4.0;3.0;91.0;;3.736
F35/2221 /  19 octobre 2024;4.0;3.0;97.0;5.0;2.423
F28/0378 /  17 octobre 2024;;3.0;;;
D42/2206 /  17 octobre 2024;4.0;3.0;92.0;;1.141
E73/2792 /  17 octobre 2024;7.0;4.0;139.0;407.0;
F19/1013 /  18 octobre 2024;3.0;2.0;56.0;;5.518
F47/0659 /  17 octobre 2024;11.0;9.0;390.0;30.0;1.949
E74/3225 /  17 octobre 2024;;;;;
F49/1224 /  19 octobre 2024;6.0;5.0;150.0;500.0;2.133
F48/2943 /  16 octobre 2024;6.0;5.0;180.0;1.2;6.667
E97/1069 /  17 octobre 2024;4.0;2.0;71.0;35.0;1.197
F24/0452 /  18 octobre 2024;4.0;3.0;164.0;762.0;3.628
F22/1494 /  17 octobre 2024;3.0;2.0;63.0;;5.952
F06/1193 /  18 octobre 2024;6.0;4.0;132.0;363.0;1.856
F09/0542 /  17 octobre 2024;4.0;3.0;110.0;80.0;3.136
F38/1572 /  19 octobre 2024;3.0;2.0;62.0;;10.484
F52/2259 /  14 octobre 2024;5.0;3.0;100.0;100.0;2.98
F48/1183 /  17 octobre 2024;2.0;1.0;41.0;;7.073
F44/0825 /  15 octobre 2024;2.0;1.0;42.0;;
F39/1422 /  17 octobre 2024;6.0;4.0;145.0;2.0;1.721
F40/2222 /  17 octobre 2024;9.0;6.0;228.0;3.64;3.5
F44/0047 /  17 octobre 2024;4.0;3.0;99.91;;5.505
F03/1242 /  19 octobre 2024;2.0;1.0;35.0;;
840/C302 /  18 octobre 2024;9.0;4.0;250.0;2.0;580.0
F51/1939 /  19 octobre 2024;4.0;3.0;100.0;;6.6
F37/1432 /  17 octobre 2024;6.0;5.0;158.0;995.0;3.924
F30/1407 /  17 octobre 2024;5.0;3.0;90.0;;5.556
F52/0653 /  17 octobre 2024;4.0;3.0;79.0;;
F19/1254 /  18 octobre 2024;7.0;5.0;170.0;3.349;
F27/2035 /  17 octobre 2024;9.0;6.0;;;
F40/0582 /  18 octobre 2024;7.0;4.0;136.0;212.0;3.382
F12/1294 /  18 octobre 2024;5.0;4.0;125.0;;
F31/0068 /  17 octobre 2024;2.0;1.0;49.62;;10.359
F33/0102 /  18 octobre 2024;6.0;2.0;146.0;3.0;2.158
F24/0211 /  17 octobre 2024;6.0;3.0;127.0;1.2;2.677
F32/0456 /  18 octobre 2024;4.0;3.0;89.0;;8.191
E21/1074 /  18 octobre 2024;1.0;;13.0;;
F49/2823 /  17 octobre 2024;6.0;4.0;170.0;80.0;1.118
F26/1759 /  19 octobre 2024;2.0;1.0;45.54;;3.953
F50/2378 /  17 octobre 2024;2.0;1.0;53.0;;7.094
E89/0518 /  17 octobre 2024;5.0;4.0;188.0;;2.846
F46/2174 /  17 octobre 2024;6.0;5.0;300.0;1.8;7.667
F31/0445 /  17 octobre 2024;5.0;3.0;112.5;;
F44/0866 /  17 octobre 2024;6.0;4.0;153.0;153.0;1.373
E77/1651 /  17 octobre 2024;4.0;3.0;106.0;;2.821
F06/0878 /  17 octobre 2024;4.0;3.0;88.0;;8.693
F47/0385 /  15 octobre 2024;;;;;
F36/0922 /  17 octobre 2024;4.0;2.0;92.0;870.0;1.489
F41/1333 /  18 octobre 2024;2.0;1.0;48.0;;3.292
F50/0829 /  17 octobre 2024;6.0;4.0;150.0;;3.3
F39/0326 /  17 octobre 2024;3.0;2.0;77.0;;4.675
F13/0079 /  17 octobre 2024;4.0;2.0;85.0;;
F35/2004 /  15 octobre 2024;2.0;1.0;46.0;;9.565
F31/2182 /  17 octobre 2024;5.0;3.0;100.0;300.0;1.195
E83/2388 /  19 octobre 2024;5.0;3.0;111.0;;5.27
F43/1163 /  19 octobre 2024;;2.0;27.0;;
F20/2077 /  17 octobre 2024;8.0;5.0;240.0;1.8;8.292
F43/1438 /  19 octobre 2024;8.0;6.0;160.0;777.0;3.813
F41/0903 /  19 octobre 2024;3.0;2.0;57.0;;3.246
F37/2860 /  17 octobre 2024;3.0;2.0;66.0;;3.773
F21/1993 /  11 octobre 2024;;1.0;54.0;;
F08/1131 /  17 octobre 2024;3.0;2.0;68.0;;6.103
F42/0777 /  18 octobre 2024;5.0;4.0;139.0;417.0;3.022
F33/1147 /  18 octobre 2024;6.0;4.0;202.0;1.0;2.822
F46/0341 /  17 octobre 2024;;;78.0;;
F37/1043 /  17 octobre 2024;1.0;;30.25;;9.421
E62/1862 /  19 octobre 2024;7.0;5.0;180.0;946.0;3.772
F34/1768 /  19 octobre 2024;4.0;3.0;112.0;40.0;6.509
F45/2174 /  17 octobre 2024;2.0;;23.27;;2.492
E55/1545 /  17 octobre 2024;15.0;10.0;475.0;30.2;
F26/0665 /  18 octobre 2024;1.0;;35.0;;3.286
F44/0666 /  19 octobre 2024;4.0;3.0;89.09;;6.286
F34/1762 /  19 octobre 2024;4.0;3.0;110.0;;6.318
F16/0193 /  17 octobre 2024;6.0;4.0;160.0;2.057;5.813
F28/0020 /  17 octobre 2024;4.0;2.0;87.23;;7.91
E67/2812 /  16 octobre 2024;4.0;2.0;80.0;;2.713
F46/2863 /  17 octobre 2024;1.0;;35.0;;3.286
F50/2686 /  17 octobre 2024;4.0;3.0;81.0;;4.259
F40/0292 /  17 octobre 2024;5.0;3.0;127.0;;2.52
F48/1091 /  17 octobre 2024;1.0;;15.0;;
F51/2287 /  14 octobre 2024;5.0;3.0;135.0;604.0;2.593
E16/1071 /  17 octobre 2024;2.0;1.0;31.0;;12.581
F46/0196 /  17 octobre 2024;3.0;2.0;68.0;;2.265
F18/0396 /  17 octobre 2024;;;80.0;;
F48/2096 /  19 octobre 2024;5.0;2.0;82.0;;1.39
F40/0336 /  17 octobre 2024;8.0;6.0;175.0;1.75;4.457
F45/0434 /  17 octobre 2024;1.0;;31.0;;11.613
F49/0143 /  17 octobre 2024;3.0;2.0;83.0;;10.482
F00/2254 /  17 octobre 2024;2.0;1.0;50.59;;10.832
F33/3105 /  17 octobre 2024;3.0;2.0;67.0;;6.104
E89/0659 /  17 octobre 2024;6.0;4.0;135.0;600.0;4.37
F41/1973 /  17 octobre 2024;3.0;2.0;65.0;251.0;692.0
F29/1389 /  18 octobre 2024;15.0;11.0;500.0;5.0;3.224
E64/1522 /  17 octobre 2024;4.0;2.0;37.0;40.0;4.0
E57/0898 /  19 octobre 2024;2.0;1.0;37.0;;10.811
F29/0123 /  17 octobre 2024;7.0;5.0;210.0;318.0;2.81
E77/1979 /  17 octobre 2024;2.0;1.0;48.69;;
F04/1328 /  17 octobre 2024;4.0;3.0;62.0;;
F48/1699 /  17 octobre 2024;8.0;5.0;230.0;1.058;3.891
E74/0230 /  18 octobre 2024;10.0;5.0;210.0;2.4;2.657
F50/1482 /  17 octobre 2024;2.0;1.0;18.0;;
F49/1109 /  19 octobre 2024;2.0;1.0;34.0;;5.441
F53/0097 /  15 octobre 2024;3.0;2.0;60.0;;3.617
F24/1974 /  19 octobre 2024;4.0;3.0;80.0;642.0;2.463
F41/0567 /  17 octobre 2024;2.0;1.0;42.0;;4.0
F29/1302 /  17 octobre 2024;4.0;3.0;63.0;;5.079
F42/0085 /  17 octobre 2024;2.0;1.0;33.0;;9.848
F23/2523 /  17 octobre 2024;5.0;4.0;130.0;1.315;1.146
E81/1082 /  17 octobre 2024;3.0;2.0;52.0;22.0;
E31/1167 /  19 octobre 2024;2.0;1.0;51.0;;3.333
F31/2398 /  17 octobre 2024;3.0;2.0;66.0;;3.485
F51/0666 /  17 octobre 2024;3.0;2.0;73.0;;3.658
E30/1186 /  17 octobre 2024;3.0;2.0;76.0;;
E63/0072 /  17 octobre 2024;5.0;3.0;98.0;;5.816
F44/1883 /  19 octobre 2024;6.0;4.0;115.0;407.0;3.478
F51/0833 /  18 octobre 2024;4.0;3.0;83.0;;3.855
F45/2546 /  17 octobre 2024;1.0;;11.35;;
F17/2377 /  17 octobre 2024;3.0;2.0;65.0;;2.754
F13/0168 /  17 octobre 2024;5.0;3.0;110.0;385.0;4.173
F22/1652 /  19 octobre 2024;3.0;3.0;77.0;;2.849
F29/0173 /  17 octobre 2024;3.0;2.0;53.95;;
F31/0191 /  17 octobre 2024;3.0;1.0;40.0;80.0;4.2
F06/0659 /  17 octobre 2024;;;52.06;;
F33/0111 /  17 octobre 2024;3.0;2.0;56.0;;5.179
F49/1165 /  19 octobre 2024;11.0;7.0;257.0;5.6;2.062
F48/2876 /  16 octobre 2024;4.0;2.0;103.0;;2.767
F48/0130 /  13 octobre 2024;4.0;3.0;78.0;;3.59
F32/0904 /  17 octobre 2024;5.0;3.0;100.0;566.0;2.85
F47/1737 /  19 octobre 2024;2.0;1.0;41.0;;5.817
F28/0563 /  17 octobre 2024;6.0;4.0;119.8;10.0;3.214
F49/2705 /  17 octobre 2024;4.0;3.0;135.0;856.0;2.074
E93/2471 /  17 octobre 2024;6.0;3.0;106.64;;6.33
F47/1200 /  17 octobre 2024;1.0;;21.0;;6.667
F36/2444 /  17 octobre 2024;1.0;;11.1;;
F38/3017 /  13 octobre 2024;3.0;2.0;52.0;;3.423
F27/1186 /  19 octobre 2024;3.0;2.0;61.0;;
F29/1930 /  11 octobre 2024;9.0;5.0;193.0;400.0;
F35/1648 /  17 octobre 2024;5.0;3.0;100.0;450.0;2.35
D45/0138 /  17 octobre 2024;7.0;3.0;190.0;900.0;1.421
F48/0004 /  17 octobre 2024;7.0;3.0;84.0;;1.607
F43/1107 /  17 octobre 2024;6.0;5.0;267.0;1.086;2.247
F47/1795 /  19 octobre 2024;2.0;1.0;44.0;;9.545
F19/2654 /  14 octobre 2024;2.0;1.0;67.0;;11.522
F45/0316 /  17 octobre 2024;;;62.0;;
E89/1262 /  17 octobre 2024;8.0;5.0;195.0;5.3;1.128
F50/2725 /  17 octobre 2024;1.0;;33.0;;9.97
F50/2954 /  17 octobre 2024;3.0;2.0;55.91;;2.325
F37/2697 /  17 octobre 2024;1.0;;18.0;;
E89/0624 /  13 octobre 2024;6.0;3.0;140.0;540.0;1.0
F25/2157 /  17 octobre 2024;6.0;4.0;160.0;4.408;1.375
F50/2848 /  17 octobre 2024;2.0;1.0;30.8;;13.312
F43/0798 /  17 octobre 2024;7.0;4.0;310.0;11.0;1.256
F15/0962 /  17 octobre 2024;10.0;7.0;320.0;1.522;3.734
F41/1401 /  17 octobre 2024;3.0;2.0;67.0;;5.672
E51/1432 /  19 octobre 2024;7.0;4.0;150.0;110.0;5.0
E49/2703 /  18 octobre 2024;4.0;3.0;70.0;140.0;4.999
F17/0628 /  17 octobre 2024;;3.0;40.0;;
F42/1244 /  18 octobre 2024;3.0;2.0;98.0;911.0;4.847
F28/2300 /  17 octobre 2024;6.0;3.0;140.0;640.0;3.893
F26/1447 /  18 octobre 2024;5.0;3.0;72.4;420.0;3.646
F48/1871 /  17 octobre 2024;9.0;7.0;188.0;1.36;4.255
F52/1550 /  19 octobre 2024;5.0;3.0;118.0;490.0;3.898
F48/1672 /  18 octobre 2024;5.0;4.0;140.0;400.0;4.071
F43/1683 /  12 octobre 2024;5.0;3.0;200.0;900.0;1.975
F37/2727 /  17 octobre 2024;5.0;3.0;100.0;;6.65
E86/0506 /  17 octobre 2024;9.0;5.0;300.0;150.0;1.5
F26/2536 /  17 octobre 2024;6.0;5.0;138.0;1.077;1.667
F34/1828 /  19 octobre 2024;4.0;3.0;85.0;308.0;4.388
F52/0186 /  17 octobre 2024;5.0;4.0;170.0;900.0;994.0
F30/2135 /  17 octobre 2024;6.0;3.0;171.0;540.0;3.099
F45/1039 /  17 octobre 2024;3.0;2.0;78.0;;2.769
E97/2425 /  19 octobre 2024;6.0;4.0;130.0;1.032;3.923
E68/3221 /  17 octobre 2024;7.0;6.0;270.0;1.25;1.333
F48/1162 /  17 octobre 2024;8.0;5.0;235.0;1.635;2.294
F05/0183 /  17 octobre 2024;3.0;2.0;62.0;;8.548
F40/0366 /  18 octobre 2024;6.0;5.0;168.0;500.0;5.935
F39/1488 /  19 octobre 2024;2.0;1.0;31.0;;15.484
E53/2635 /  19 octobre 2024;5.0;3.0;92.0;;7.554
F34/0617 /  17 octobre 2024;10.0;5.0;365.0;2.137;3.808
F50/1501 /  18 octobre 2024;3.0;2.0;61.0;;4.689
F33/2473 /  17 octobre 2024;2.0;1.0;40.32;;
F27/0688 /  17 octobre 2024;2.0;1.0;51.0;;5.588
F46/0112 /  17 octobre 2024;1.0;1.0;27.0;;4.963
F40/0197 /  17 octobre 2024;;;;;
F48/1876 /  19 octobre 2024;4.0;3.0;72.0;;4.583
E23/2342 /  15 octobre 2024;6.0;4.0;191.0;869.0;3.649
F31/0657 /  17 octobre 2024;6.0;4.0;157.0;1.541;3.185
E72/1180 /  17 octobre 2024;;;33.4;;
F29/1462 /  19 octobre 2024;5.0;4.0;112.0;260.0;3.616
E93/1765 /  19 octobre 2024;14.0;6.0;430.0;2.3;1.744
F51/1958 /  19 octobre 2024;3.0;2.0;84.0;;5.202
F37/1053 /  18 octobre 2024;5.0;3.0;110.0;249.0;3.182
F45/0732 /  17 octobre 2024;26.0;7.0;517.0;4.5;2.476
F49/2154 /  17 octobre 2024;3.0;2.0;63.0;;4.111
F47/2336 /  17 octobre 2024;;;180.0;;
F48/1622 /  19 octobre 2024;6.0;4.0;140.0;1.635;4.986
F03/1596 /  17 octobre 2024;2.0;1.0;38.0;;
F38/2317 /  17 octobre 2024;6.0;4.0;154.0;1.03;4.935
F41/1388 /  19 octobre 2024;4.0;2.0;70.0;466.0;2.714
F23/2435 /  17 octobre 2024;6.0;4.0;125.0;1.377;3.2
E97/3065 /  18 octobre 2024;5.0;4.0;120.0;4.139;2.675
F36/0251 /  17 octobre 2024;1.0;;28.0;;8.929
F38/0064 /  17 octobre 2024;2.0;1.0;49.0;;7.143
D56/1799 /  17 octobre 2024;5.0;3.0;100.0;120.0;3.85
F35/3464 /  18 octobre 2024;7.0;4.0;150.0;547.0;
F28/1038 /  18 octobre 2024;4.0;2.0;76.0;172.0;4.342
F30/0059 /  17 octobre 2024;;;4.718;;17.0
F36/0284 /  16 octobre 2024;2.0;1.0;50.0;;6.4
F50/0004 /  17 octobre 2024;2.0;1.0;34.73;;8.321
F20/1323 /  18 octobre 2024;4.0;2.0;82.0;;
F52/2422 /  14 octobre 2024;6.0;4.0;136.0;470.0;6.75
F21/0066 /  17 octobre 2024;4.0;3.0;116.0;;1.638
D70/2215 /  19 octobre 2024;2.0;1.0;51.0;;
F47/0673 /  17 octobre 2024;3.0;2.0;56.0;;3.036
F32/3286 /  17 octobre 2024;;2.0;23.0;;
F31/2006 /  17 octobre 2024;1.0;1.0;35.0;;9.429
E81/3535 /  18 octobre 2024;9.0;7.0;168.0;561.0;3.988
F46/1708 /  19 octobre 2024;2.0;1.0;47.8;;6.904
F46/2698 /  15 octobre 2024;2.0;1.0;42.0;;5.881
F29/1825 /  17 octobre 2024;3.0;2.0;69.0;;8.406
F40/0934 /  18 octobre 2024;3.0;2.0;61.7;;3.647
E32/3593 /  18 octobre 2024;6.0;5.0;232.0;416.0;6.246
F25/0312 /  17 octobre 2024;2.0;1.0;48.0;;14.563
F23/1307 /  18 octobre 2024;1.0;;26.0;;12.692
F02/0634 /  17 octobre 2024;;;54.0;;
F32/1457 /  17 octobre 2024;6.0;5.0;146.35;1.653;3.382
F33/2974 /  17 octobre 2024;11.0;6.0;163.0;301.0;12.27
F53/0797 /  17 octobre 2024;3.0;2.0;88.0;;3.864
F45/2123 /  18 octobre 2024;3.0;2.0;60.0;;4.417
F33/3118 /  17 octobre 2024;6.0;4.0;156.0;552.0;2.878
E11/2008 /  19 octobre 2024;;;65.0;;
F47/2889 /  17 octobre 2024;3.0;2.0;72.38;;5.927
E97/0906 /  16 octobre 2024;6.0;4.0;200.0;;
F33/2087 /  19 octobre 2024;4.0;3.0;91.0;;8.352
F41/0366 /  17 octobre 2024;1.0;;39.34;;
F37/1310 /  19 octobre 2024;3.0;2.0;51.0;;
F02/0640 /  17 octobre 2024;3.0;2.0;88.0;;1.42
F51/2559 /  17 octobre 2024;4.0;2.0;68.0;;
F23/0133 /  17 octobre 2024;2.0;1.0;33.0;;8.182
F32/2963 /  17 octobre 2024;7.0;5.0;140.0;441.0;2.571
F52/1481 /  11 octobre 2024;6.0;5.0;210.0;3.12;1.714
F39/1729 /  18 octobre 2024;;;46.0;;
F20/2339 /  17 octobre 2024;;;70.0;;
F31/2062 /  17 octobre 2024;5.0;3.0;126.0;;1.984
F46/0970 /  17 octobre 2024;6.0;4.0;180.0;1.615;1.939
F26/0275 /  17 octobre 2024;5.0;4.0;98.0;;4.031
F44/1114 /  17 octobre 2024;4.0;3.0;95.0;520.0;3.032
F52/2856 /  17 octobre 2024;3.0;2.0;55.0;;6.182
F51/3090 /  17 octobre 2024;5.0;2.0;171.18;8.263;2.862
F18/0433 /  17 octobre 2024;1.0;1.0;27.0;;9.63
F34/2954 /  18 octobre 2024;4.0;3.0;97.0;222.0;3.392
F23/1266 /  18 octobre 2024;6.0;4.0;134.0;194.0;8.507
F36/0817 /  19 octobre 2024;3.0;2.0;70.0;907.0;2.457
F32/1187 /  17 octobre 2024;7.0;4.0;208.0;1.241;2.404
E04/0035 /  17 octobre 2024;12.0;;400.0;6.0;2.388
F03/1449 /  18 octobre 2024;2.0;1.0;40.0;;
F38/0748 /  17 octobre 2024;3.0;2.0;83.0;;11.325
F36/0219 /  17 octobre 2024;10.0;5.0;280.0;4.5;5.179
F50/1829 /  17 octobre 2024;6.0;5.0;155.0;1.987;
F27/0642 /  17 octobre 2024;4.0;3.0;74.0;;
F49/1323 /  18 octobre 2024;3.0;1.0;46.0;;10.848
F29/2607 /  17 octobre 2024;4.0;3.0;89.0;;2.879
F47/1729 /  19 octobre 2024;2.0;1.0;40.0;;4.0
F45/2301 /  17 octobre 2024;1.0;;29.0;;13.069
F17/1257 /  18 octobre 2024;6.0;5.0;100.0;;
F47/2956 /  17 octobre 2024;8.0;5.0;177.0;890.0;
F53/1848 /  19 octobre 2024;5.0;3.0;110.0;1.0;1.718
F46/2869 /  18 octobre 2024;7.0;4.0;193.0;11.665;2.067
F46/2904 /  18 octobre 2024;2.0;1.0;49.0;;5.245
F30/2118 /  18 octobre 2024;2.0;1.0;38.0;;8.553
F51/3187 /  17 octobre 2024;2.0;1.0;29.0;;10.517
F19/2344 /  17 octobre 2024;5.0;3.0;105.42;2.5;
D94/2229 /  19 octobre 2024;7.0;4.0;200.0;300.0;6.95
F48/2482 /  16 octobre 2024;6.0;3.0;250.0;4.0;1.396
E93/1881 /  17 octobre 2024;4.0;3.0;83.0;;3.012
F47/2190 /  17 octobre 2024;4.0;2.0;82.0;;10.366
F51/1836 /  18 octobre 2024;4.0;2.0;86.0;716.0;2.116
F33/1235 /  18 octobre 2024;5.0;4.0;91.0;;10.879
F31/1706 /  17 octobre 2024;6.0;4.0;189.0;359.0;4.122
F08/2054 /  17 octobre 2024;10.0;5.0;353.0;11.0;3.229
F50/3001 /  19 octobre 2024;4.0;3.0;77.0;;3.442
F52/0270 /  17 octobre 2024;;;101.0;;
F33/3257 /  17 octobre 2024;5.0;4.0;117.0;160.0;5.598
F34/1451 /  17 octobre 2024;3.0;2.0;76.0;;3.487
F49/1194 /  19 octobre 2024;6.0;3.0;130.0;300.0;3.385
E25/0398 /  17 octobre 2024;7.0;4.0;176.0;648.0;2.83
F34/2938 /  17 octobre 2024;5.0;4.0;127.0;550.0;2.992
E31/2255 /  18 octobre 2024;8.0;4.0;220.0;8.0;
F52/0025 /  17 octobre 2024;5.0;4.0;210.0;;4.595
F48/2947 /  17 octobre 2024;8.0;6.0;193.0;1.1;7.513
F37/2038 /  17 octobre 2024;2.0;1.0;53.0;;
F27/0132 /  17 octobre 2024;8.0;6.0;180.0;1.4;2.389
F41/1142 /  12 octobre 2024;3.0;2.0;76.0;;6.447
E64/0694 /  17 octobre 2024;6.0;4.0;170.0;1.9;4.647
F40/2267 /  17 octobre 2024;1.0;;25.0;;11.4
F49/1246 /  17 octobre 2024;8.0;5.0;224.0;1.376;3.121
F16/0990 /  17 octobre 2024;3.0;2.0;59.0;;3.475
F43/1612 /  17 octobre 2024;4.0;3.0;90.0;;4.556
F51/0638 /  17 octobre 2024;;;70.0;;
E82/3210 /  17 octobre 2024;16.0;9.0;330.0;3.643;3.636
F34/0161 /  17 octobre 2024;6.0;3.0;158.0;190.0;2.816
F29/1234 /  17 octobre 2024;5.0;4.0;130.0;736.0;2.731
F35/1105 /  17 octobre 2024;4.0;3.0;83.0;;4.518
E77/0269 /  18 octobre 2024;3.0;2.0;37.52;;
E66/2109 /  17 octobre 2024;2.0;1.0;50.0;;6.5
F40/1631 /  17 octobre 2024;;;266.0;;977.0
F37/0399 /  19 octobre 2024;4.0;3.0;87.0;780.0;5.115
F13/2684 /  17 octobre 2024;4.0;3.0;80.0;;
F53/0558 /  17 octobre 2024;4.0;3.0;102.0;375.0;5.686
F32/0687 /  19 octobre 2024;;;350.0;;
F19/0626 /  17 octobre 2024;6.0;4.0;65.0;;3.462
