reference;postal_code;date;price;latitude;longitude;type;energy_class;description_text;url;transport_station_name
F06/1127 /  19 octobre 2024;93500.0;19/10/2024;219000.0;48.893101;2.4128;appartement;D;"Métro Église de Pantin,

2 pièces, 32m² + balcon 4m², entièrement refait à neuf, cuisine ouverte équipée (plaque, micro-ondes, réfrigérateur/congélateur, rangements, vaisselle), salle de bains avec baignoire, et wc,  branchement lave-linge, large couloir d'entrée pour rangement.
Chauffage immeuble.

Rez-de-chaussée sur jardin, calme, lumineux, résidence clôturée et fermée avec gardien, entrée immeuble avec Vigik.

Emplacement de parking fermé en sous-sol.  Cave.

Vendu vide ou meublé.

Parfait pour investisseur, excellent rendement locatif.

Aucun travaux à prévoir dans l'appartement.

Aucuns gros travaux de copropriété à venir.

Charges : 130€/ mois

Possibilité de prêt à taux faible. Uniquement par messagerie";https://www.pap.fr/annonces/appartement-pantin-r450601127;
E85/0592 /  17 octobre 2024;94100.0;17/10/2024;430000.0;48.791987;2.472524;péniche;;"Péniche d'environ 140 m² habitables, amarrée à Saint-Maur-des-Fossés. Emplacement exceptionnel face à l'ile Ste-Catherine. Grand séjour de 42 m², avec cuisine équipée, grande baie vitrée avec vue sur l'eau et ouvertures zénithales. Terrasse aménagée sur le pont.

Les autres pièces : une grande chambre de 22 m², une chambre de 14 m², une petite chambre supplémentaire, un espace bureau, une salle de bain avec WC, un couloir avec accès à la terrasse, nombreux espaces de rangements.

Chauffage par chaudière fuel. Certificat de navigation valable jusqu'en juillet 2029, moteur Baudoin DK3 de 75 CV, à démarrage à air comprimé. Dernière sortie d'eau : 2019. COT (convention d'occupation temporaire) : 400 euros par mois.

À proximité de l'A86 et de l'A 4, à 5 min à vélo du RER A de St-Maur/Créteil et des commerces, stationnement gratuit dans le quartier.";https://www.pap.fr/annonces/peniche-saint-maur-des-fosses-94100-r448500592;Créteil - Université//Saint-Maur - Créteil//Créteil - Préfecture (Hôtel de Ville)
F23/0212 /  17 octobre 2024;94310.0;17/10/2024;417000.0;48.742379;2.384262;maison;E;"**Maison 120 m² avec studio indépendant de 20m²*

Au calme d'une impasse, dans un quartier pavillonnaire tranquille et agréable, à proximité de la future ligne 14 du métro Parisien.

Charmante maison non mitoyenne sur deux niveaux d'une superficie de 120 m² édifiée sur une parcelle de terrain de 473 m²  comprenant:

Au rez-de-chaussée
Une entrée avec nombreux rangements intégrés desservant une lumineuse pièce de vie orientée Sud, une cuisine indépendante aménagée donnant accès à la terrasse et au jardin.
Un couloir dessert  la partie nuit composée de deux chambres avec nombreux rangements, une salle d'eau avec wc.

 A l'étage
Un bel espace salon avec cheminée dessert deux chambres + un bureau, wc indépendant.

A l’extérieur : un agréable et spacieux  jardin arboré avec terrasse et coin barbecue, **le tout sans vis-à-vis*

 Le plus : Un studio refait à neuf très fonctionnel, bien agencé avec pièce de vie, coin cuisine et salle d'eau

- Chauffage gaz,
- Double vitrage,
- Sous-sol Total incluant garage, buanderie, salle de bains avec Jacuzzi,
- Cave,
- Ravalement et assainissement récents

Taxe foncière: 2.400€/AN  Nous avons réalisé l'estimation du prix de vente de ce bien de manière indépendante et impartiale. Le propriétaire a choisi de mettre un prix cohérent avec ce que nous avions établi. Nous pouvons donc vous assurer que le prix de ce bien est cohérent avec le prix du marché.";https://www.pap.fr/annonces/maison-orly-94310-r452300212;Pont-de-Rungis - Aéroport d'Orly//Caroline Aigle//Orly - Ville
F08/0954 /  17 octobre 2024;81200.0;17/10/2024;325000.0;43.497831;2.383908;maison;C;"Maison 8 pièces 190 m² + rez de chaussée 145 m² + garage indépendant 162 m² + jardin 800m2
Maison d'architecte style basque construite en 1941 et entièrement rénovée en 2022 : chauffage pompe à chaleur air/eau sur radiateur fonte alu + clim + électricité + isolation + chauffe eau thermodynamique, vmc hygro réglable + façade et dessous de toit repeints. Fenêtres doubles vitrages avec moustiquaires.  Etiquette énergie C.

Le  jardin est situé côté sud.

Rez-de-chaussée 145 m² : comprenant une cave, buanderie, toilette, garage + en sous sol cave de 20 m²

1er étage 130m2 : cuisine salle à manger ouverte, salon, véranda,  toilette indépendant, chambre parentale avec dressing (douche italienne + lavabo + toilette + placard)

2ème étage 130m2 : 1 chambre parentale (douche italienne + lavabo + dressing), 2 chambres, 1 salle de bain + toilette + comble aménageable d'environ 35 m².

Jardin piscinable clos et arboré d'environ 800 m², coin barbecue avec abris, garage indépendant de 160 m², parking extérieur, orientée sud.

Situé à Mazamet, bien desservie et nichée dans la Montagne Noire dans la région Occitanie du sud de la France. Gare des trains à 5 min, aéroports Toulouse liaisons Paris-Orly/Castres à 15 min. A 1h30 de la côte méditerranéenne et des Pyrénées. Une occasion parfaite de vivre dans cette région prospère. 5 min de l'un des meilleurs terrains de golf 18 trous de la région. Terrain de tennis a 5 min à pied.
90 km de Toulouse (autoroute en construction Toulouse/Castres), 50 km de Carcassonne, 60 km d'Albi.

Professionnels et démarchages non souhaités.

Pour plus de renseignements, merci de me contacter.";https://www.pap.fr/annonces/maison-mazamet-81200-r450800954;
F50/2774 /  17 octobre 2024;12350.0;17/10/2024;260000.0;44.388037;2.147661;maison;C;"Notre maison présente plusieurs avantages :

- elle se situe dans un environnement vallonnée et boisée, dont on ne se lasse pas, sans aucun vis à vis
- elle est très bien isolée, construite avec des matériaux sains et naturels ;
- elle est très bien chauffée par le sol avec une chaudière automatique à bois déchiqueté de la marque Hargasner efficace, économique et non polluante ;
- l'architecte  qui l'a conçue a fait en sorte qu'elle forme un rectangle avec un patio au centre où nous mettions un jacuzzi l'été
- un garage pour deux voitures et un grand parking devant (3 places environ)
- une citerne de 10 000 litres récupère l'eau de pluie ;
- vous pourrez profiter d'un abri de jardin, d'un puits, et d'un ""sécadou"" où on faisait sécher les châtaignes, qui peut être aménagé ;
- elle est conçue pour qu'une personne à mobilité réduite puisse s'y épanouir. Si vous souhaitez des renseignements vous pouvez me joindre par mail ou téléphone entre 10 et 19 h. J'utilise Whatsapp. Vous pouvez proposer un appel vidéo pour visiter le logement.";https://www.pap.fr/annonces/maison-brandonnet-12350-r455002774;
F49/0269 /  17 octobre 2024;92120.0;17/10/2024;325000.0;48.813167;2.320907;appartement;E;"Appartement 2 pièces 40 m2.
Au 3ème étage traversant est ouest.
Vue dégagée et appartement très lumineux.

Parquet cheminées rangements.
Rénovation en 2010 et 2020 : électricité, sols, cuisine, salle de bain, peintures
Fenêtres Double vitrage
Chauffage électrique cave
Faibles charges 600€/an.
Parties communes rénovées en 2020.

À pied métro 4 mairie de Montrouge 8 min-RER B Laplace 10 min
Commerces écoles à proximité.";https://www.pap.fr/annonces/appartement-montrouge-92120-r454900269;Barbara//Mairie de Montrouge//Porte d'Orléans (Général Leclerc)
E19/1951 /  19 octobre 2024;7260.0;19/10/2024;325000.0;44.507099;4.22413;maison;F;"Maison traditionnelle en pierres, à 7 km Joyeuse. Urgent, suite succession.

Maison ancienne de caractère. 160m2 habitables. Annexes 60m2.
Située sur la calade du vieux quartier du village, près de l'église, du cimetière, du presbytère et du château.
Le cadre est exceptionnel avec vue panoramique sur le village, la vallée et les montagnes.
Calme. Aucune nuisance de voisinage.

2 accès :
- à pied par la pièce de vie et la terrasse depuis le vieux chemin en pierre du village.
- en voiture par une confortable rampe privée en béton armé qui descend au garage depuis la place de l'église.

Rez-de-chaussée : salle à manger et cuisine ouverte donnant sur la terrasse laquelle est ombragée par un murier centenaire et avec des arbustes à fleurs. Un salon et une grande chambre, une salle de bains, une salle de douche et un WC indépendant. Grand dégagement voûté avec nombreux rangements. Porte d'entrée sur l'arrière pour aller au jardin et au garage. Deux escaliers vers le premier étage : un droit et un en colimaçon.

1er étage : trois chambres, un salon avec petit balcon surplombant la terrasse, une belle douche à l'italienne et wc.

2ème étage : une grande chambre avec vue magnifique et un palier avec rangements.

Sous-sol semi-enterré d'environ 32m2, adossé au rocher d'un côté avec : bel atelier et sa grande fenêtre avec vue, chaudière à fioul Viessmann (chauffage central) - buanderie et caves avec petites fenêtres.
Grand garage / atelier et abri de jardin à 30 mètres de la maison.

Le terrain est agencé en une douzaine de terrasses de 1 à 5 mètres de largeur. La terre, légère et reposée depuis des décennies, est prête à accueillir vos projets.
Les terrasses exposées sud-ouest sont idéales pour réaliser un potager. Vous pourrez aussi, grâce à la diversité des essences présentes, créer des jardins d'agrément, ou encore des aires de jeux. Enfin, profiter de ce cadre exceptionnel à votre guise.
Deux sources intermittentes, actives en hiver, vous permettront de constituer des réserves d'eau pour l'été Prix négociable raisonnablement. Contact : répondeur si absent - Agences s'abstenir Logement à consommation énergétique excessive : classe F";https://www.pap.fr/annonces/maison-vernon-r441901951;
F44/1001 /  19 octobre 2024;78960.0;19/10/2024;895000.0;48.759516;2.039025;maison;C;"10 minutes à pied des commerces
10 minutes des écoles à pied
Cinq minutes de La forêt à pied
chauffage au gaz
En bout de rue, aucun passage
Très calme
Jolie maison individuelle sans vis-à-vis, exposition sud
Au rdch 2 chambres, une salle de bain, une véranda indépendantes (mini studio )un grand salon salle à manger et cuisine ouverte, buanderie, garage double avec cave à vins ( très rare )
À l’étage 3 chambres dont une suite parentale avec  mezzanine, deux salles de bain et bureau
Comble aménageable
Grand jardin
Maison avec gros potentiel et grand volume";https://www.pap.fr/annonces/maison-voisins-le-bretonneux-78960-r454401001;Trappes//Saint-Quentin-en-Yvelines//Saint-Cyr
F46/2216 /  17 octobre 2024;94400.0;17/10/2024;1300000.0;48.787454;2.382488;maison;C;"Nous vous présentons à l'achat une maison entièrement rénovée à Vitry-Sur-Seine au plateau zone pavillonnaire très calme à 9 min à pied du Tram ""Mairie de Vitry-sur-Seine"" et à 18 min à pied du Métro ""Villejuif Louis Aragon"".
La maison située sur trois niveaux possède 2 entrées principales.

Au sous-sol semi enterré, un salon avec fenêtre, un bar pouvant être transformé en cuisine, une buanderie, un garage et un WC séparés. Possibilité de créer un appartement indépendant.
Au rez-de-chaussée, une suite parentale avec une douche hammam, un WC, dressing et une entrée indépendante, une grande pièce à vivre avec un espace salon, un espace salle à manger, une cuisine équipée, WC indépendant, grande terrasse avec pergola et jardin. Premier étage grand salon, salle à manger, un WC, 3 chambres, salle de bain (baignoire) et terrasse.";https://www.pap.fr/annonces/maison-vitry-sur-seine-94400-r454602216;Villejuif - Louis Aragon//Lamartine//Villejuif - Paul Vaillant-Couturier
F00/2430 /  17 octobre 2024;92190.0;17/10/2024;334000.0;48.807493;2.240883;appartement;E;"Proche Percy, écoles, crèche et transport (bus 162, 169, 190 et RER C).

Dans quartier calme et résidentiel dans une petite copropriété (avec gardienne). Appartement 64 m², très bon état, lumineux, traversant, Rez-de-chaussée surélevé, 2 chambres, cuisine équipée, double vitrage, chauffage au sol, vue dégagée sur jardin, balcon 6 m² donnant sur jardin. Fibre THD.

Cave 5m², local à vélos fermé. Accès au jardin de la copropriété, 1 place de parking réservée + 2éme place possible sur parking collectif.

Agences s'abstenir Agences s'abstenir";https://www.pap.fr/annonces/appartement-meudon-92190-r450002430;Meudon - Val Fleury//Meudon//Meudon-sur-Seine
F45/0153 /  17 octobre 2024;13006.0;17/10/2024;165000.0;43.293896;5.384901;appartement;C;"Appartement rénové de 2 pièces au 1er étage, traversant, est/ouest et très clair, près du  Cours Julien dans le 6ème arrondissement, composé d'une cuisine équipée séparée avec lave-linge, frigo congélateur, table de cuisson induction, hotte, four multi-fonctions, d'une salle d'eau avec une grande douche de 80 par 120 cm et des toilettes, d'un beau salon, d'une chambre, d'une pièce dressing  et d'une entrée.
Il possède une climatisation réversible et les fenêtres sont en double vitrage renforcé. DPE classe C.
Le quartier est très dynamique et recherché.
Nombreux commerces et le métro se trouve à 2 min.
Les charges annuelles s'élèvent à 700 € et la taxe foncière à 500 €.
Bonne rentabilité locative.";https://www.pap.fr/annonces/appartement-marseille-6e-13006-r454500153;
F34/0319 /  17 octobre 2024;75005.0;17/10/2024;500000.0;48.837559;2.346172;fonds;C;"Bistro de 45 couverts avec terrasse vitrée.
Ouvert que le soir CA 485.000E HT au 31 octobre prochain 2024. ( Calculé au prorata car fin d'exercice le 31 octobre). En vente dès le 1 novembre 2024.
Potentiel d'accroître le CA le midi
Licence IV à exploiter également.

Le propriétaire souhaite vendre les murs à la vente du fonds de commerce. Estimation 500.000€

Le tout à 1.000.000€

Aucuns travaux.
Prêt à être exploité, clés en main";https://www.pap.fr/annonces/fonds-de-commerce-paris-5e-75005-r453400319;Les Gobelins//Censier - Daubenton//Port-Royal
